,gene,validation,localization
10229,YNL158W,Verified,endoplasm
10230,YBR108W,Verified,null
10231,YJL151C,Verified,null
10232,YNL076W,Verified,null
10233,YLR182W,Verified,cytoplasm
10235,YBR173C,Verified,cytoplasm
10236,YIR022W,Verified,null
10237,YMR308C,Verified,cytoplasm
10240,YMR183C,Verified,null
10241,YDR414C,Verified,null
10242,YLL044W,Dubious,null
10244,YHR216W,Verified,null
10245,YNL260C,Verified,null
10246,YBL020W,Verified,endoplasm
10247,YHR010W,Verified,ribosomal
10248,YCL034W,Verified,null
10250,YIL024C,Uncharacterized,null
10252,YOL041C,Verified,nucleolus
10254,YOL109W,Verified,null
10255,YNR025C,Dubious,null
10256,YNR070W,Verified,null
10257,YML130C,Verified,null
10259,YBR228W,Verified,null
10260,YNL246W,Verified,cytosol
10261,YGR046W,Verified,membrane
10262,YLR039C,Verified,nucle
10264,YDR039C,Verified,null
10266,YBR027C,Uncharacterized,null
10269,YDL184C,Verified,ribosomal
10271,YLR162W,Uncharacterized,null
10274,YMR019W,Verified,null
10275,YMR148W,Verified,null
10276,YML047C,Verified,null
10277,YLR006C,Verified,null
10281,YHR127W,Verified,null
10282,YOR300W,Dubious,null
10283,YIL086C,Dubious,null
10284,YAR073W,Dubious,null
10285,YMR228W,Verified,mitochond
10288,YER045C,Verified,null
10289,YMR028W,Verified,membrane
10290,YLR422W,Verified,membrane
10291,YLR093C,Verified,null
10294,YJR030C,Uncharacterized,null
10295,YBR297W,Verified,null
10296,YMR030W,Uncharacterized,mitochond
10297,YDL151C,Dubious,null
10299,YMR122C,Uncharacterized,null
10300,YDR064W,Verified,ribosomal
10301,YMR275C,Verified,membrane
10303,YOR192C,Uncharacterized,null
10304,YMR202W,Verified,null
10306,YDR273W,Verified,null
10308,YGR231C,Verified,membrane
10309,YEL063C,Verified,null
10311,YML021C,Verified,mitochond
10312,YPR032W,Verified,membrane
10315,YNL117W,Verified,null
10316,YIL052C,Verified,ribosomal
10317,YAL069W,Dubious,null
10319,YNR013C,Verified,mitochond
10320,YDR360W,Dubious,null
10321,YHR073W,Dubious,membrane
10324,YBL078C,Verified,null
10326,YKL024C,Verified,cytoplasm
10329,YPL061W,Verified,cytosol
10330,YLR370C,Verified,null
10331,YDR343C,Verified,null
10332,YLR387C,Verified,ribosomal
10333,YAL034C,Verified,null
10334,YNR039C,Verified,null
10336,YIL165C,Uncharacterized,null
10337,YER042W,Verified,null
10338,YHR146W,Verified,null
10339,YPL125W,Verified,cytoplasm
10340,YDR289C,Verified,null
10341,YPR126C,Dubious,null
10342,YNL285W,Dubious,null
10343,YOL140W,Verified,null
10345,YLR305C,Verified,null
10346,YBR194W,Verified,null
10347,YJL092W,Verified,null
10349,YIL038C,Verified,null
10351,YIL143C,Verified,cytosol
10353,YOL166C,Dubious,null
10356,YOR038C,Verified,cytosol
10357,YDL235C,Verified,cytoplasm
10358,YGL081W,Uncharacterized,null
10359,YGR103W,Verified,nucleolus
10361,YGR178C,Verified,null
10362,YGR057C,Verified,membrane
10363,YNL139C,Verified,null
10364,YGL143C,Verified,null
10365,YJR123W,Verified,ribosomal
10366,YOL075C,Verified,null
10368,YDL067C,Verified,null
10369,YOL020W,Verified,null
10370,YDR135C,Verified,null
10371,YNL292W,Verified,mitochond
10372,YMR256C,Verified,null
10373,YGL242C,Verified,null
10374,YBL109W,Dubious,null
10376,YGR078C,Verified,null
10377,YPR001W,Verified,null
10379,YHL033C,Verified,ribosomal
10380,YGL252C,Verified,null
10381,YER155C,Verified,membrane
10382,YBR037C,Verified,mitochond
10383,YGL074C,Dubious,null
10384,YOR096W,Verified,ribosomal
10385,YEL035C,Uncharacterized,null
10386,YGR025W,Dubious,null
10387,YPL205C,Dubious,null
10388,YPL250C,Verified,null
10390,YGL119W,Verified,membrane
10391,YMR103C,Uncharacterized,null
10392,YCL056C,Verified,null
10393,YNL194C,Verified,null
10394,YCR023C,Verified,null
10396,YBL057C,Verified,null
10397,YBR073W,Verified,null
10398,YPR175W,Verified,cytoplasm
10399,YBR004C,Verified,membrane
10400,YPR120C,Verified,null
10401,YBL041W,Verified,membrane
10402,YDL058W,Verified,null
10403,YNL214W,Verified,null
10404,YLR403W,Verified,cytoplasm
10405,YPR180W,Verified,cytosol
10406,YOR203W,Dubious,null
10407,YEL013W,Verified,nucle
10410,YOR280C,Verified,null
10411,YDR480W,Verified,null
10413,YHR093W,Dubious,null
10416,YDL198C,Verified,membrane
10417,YLR072W,Verified,mitochond
10418,YER180C,Verified,null
10419,YGR212W,Verified,membrane
10420,YJL011C,Verified,cytosol
10421,YKL138C,Verified,ribosomal
10422,YPL093W,Verified,nucleolus
10423,YDR347W,Verified,ribosomal
10426,YLR264W,Verified,ribosomal
10429,YKL038W,Verified,null
10430,YDR424C,Verified,nucle
10431,YLR286C,Verified,null
10432,YNL016W,Verified,nucle
10433,YDL118W,Dubious,null
10434,YGL199C,Dubious,null
10435,YKL107W,Uncharacterized,null
10436,YPL079W,Verified,ribosomal
10437,YDL085W,Verified,null
10438,YFL049W,Verified,cytosol
10440,YOR171C,Verified,membrane
10441,YKL003C,Verified,ribosomal
10442,YHR069C,Dubious,cytoplasm
10443,YDR329C,Verified,endoplasm
10448,YIL041W,Verified,null
10449,YLR311C,Dubious,null
10454,YKL065C,Verified,null
10455,YJR046W,Verified,cytoplasm
10456,YMR007W,Uncharacterized,null
10457,YDL172C,Dubious,null
10458,YFL023W,Verified,cytosol
10459,YDR092W,Verified,cytoplasm
10461,YBR171W,Verified,endoplasm
10462,YJL157C,Verified,cytoplasm
10463,YNL070W,Verified,mitochond
10465,YOR273C,Verified,null
10469,YAR053W,Dubious,null
10470,YOL069W,Verified,null
10471,YLL042C,Verified,null
10472,YDR412W,Verified,null
10474,YOL134C,Dubious,null
10475,YJL199C,Uncharacterized,null
10476,YBR157C,Verified,null
10477,YCL036W,Verified,null
10478,YOL092W,Verified,null
10480,YOL043C,Verified,null
10481,YDR402C,Verified,null
10482,YIL026C,Verified,cytosol
10483,YEL041W,Verified,null
10484,YGL042C,Dubious,null
10488,YGL055W,Verified,endoplasm
10490,YNL095C,Uncharacterized,null
10491,YDR529C,Verified,null
10492,YGR044C,Verified,null
10493,YBL113C,Uncharacterized,null
10495,YLR135W,Verified,null
10496,YPL226W,Verified,null
10499,YDL044C,Verified,null
10501,YDL011C,Dubious,null
10502,YER112W,Verified,nucle
10503,YDR355C,Dubious,null
10505,YIL084C,Verified,cytosol
10506,YOR302W,Verified,null
10507,YAR075W,Dubious,null
10509,YHL016C,Verified,null
10510,YMR193W,Verified,ribosomal
10511,YLL039C,Verified,null
10516,YKR053C,Verified,null
10520,YDL153C,Verified,nucleolus
10521,YMR071C,Verified,null
10522,YIR033W,Verified,membrane
10523,YGL016W,Verified,nucle
10525,YMR120C,Verified,null
10529,YMR200W,Verified,endoplasm
10530,YPR034W,Verified,null
10531,YGR233C,Verified,null
10532,YCR039C,Verified,null
10533,YPR061C,Verified,null
10534,YDR271C,Dubious,null
10536,YDR224C,Verified,null
10540,YLR218C,Verified,mitochond
10542,YNL162W,Verified,ribosomal
10546,YJL174W,Verified,null
10548,YNL057W,Dubious,null
10549,YDR157W,Dubious,null
10551,YPR156C,Verified,null
10554,YDR304C,Verified,null
10556,YOR136W,Verified,null
10557,YJL056C,Verified,null
10558,YPL063W,Verified,mitochond
10559,YOL142W,Verified,cytoplasm
10560,YDR287W,Verified,null
10561,YGL209W,Verified,mitochond
10562,YLR400W,Dubious,null
10563,YAL041W,Verified,cytoplasm
10564,YDR199W,Dubious,null
10565,YPL127C,Verified,null
10567,YBR196C,Uncharacterized,null
10569,YDR002W,Verified,cytoplasm
10570,YOL164W,Verified,null
10572,YLR198C,Dubious,null
10575,YIL141W,Dubious,null
10576,YLR245C,Verified,cytoplasm
10578,YGR101W,Verified,mitochond
10579,YLR232W,Dubious,null
10580,YDL237W,Verified,null
10582,YOL077C,Verified,nucleolus
10583,YDR137W,Verified,nucle
10584,YHR031C,Verified,null
10585,YKL209C,Verified,null
10587,YDL061C,Verified,ribosomal
10588,YLR441C,Verified,ribosomal
10589,YIL010W,Verified,null
10590,YEL033W,Uncharacterized,null
10591,YNR051C,Verified,null
10592,YBR292C,Dubious,null
10595,YHL034C,Verified,nucle
10597,YLR332W,Verified,null
10598,YOR392W,Dubious,null
10599,YGL254W,Verified,membrane
10600,YOL059W,Verified,cytosol
10602,YHL031C,Verified,null
10603,YLR444C,Dubious,null
10604,YOR026W,Verified,null
10605,YER036C,Verified,null
10606,YOR090C,Verified,membrane
10608,YGR027C,Verified,ribosomal
10609,YCL054W,Verified,nucleolus
10610,YGL117W,Uncharacterized,null
10612,YMR105C,Verified,null
10614,YCR025C,Dubious,null
10618,YNL314W,Verified,null
10619,YLL018C,Verified,cytoplasm
10620,YDR174W,Verified,nucleolus
10621,YPR177C,Dubious,null
10622,YOR155C,Verified,null
10625,YOR205C,Verified,mitochond
10626,YBL043W,Verified,null
10628,YCL009C,Verified,nucle
10631,YGR190C,Dubious,null
10635,YLR074C,Verified,cytoplasm
10636,YNL216W,Verified,cytosol
10637,YLR405W,Verified,null
10640,YMR089C,Verified,mitochond
10641,YDR345C,Verified,null
10642,YOR108W,Verified,null
10643,YJL068C,Verified,null
10645,YHR179W,Verified,null
10647,YDR250C,Dubious,null
10650,YDR205W,Verified,membrane
10651,YJL108C,Verified,null
10652,YLR266C,Verified,null
10655,YNL014W,Verified,null
10657,YPR028W,Verified,membrane
10660,YBL088C,Verified,null
10661,YLR116W,Verified,cytosol
10663,YIR028W,Verified,null
10664,YJR155W,Verified,null
10666,YLR192C,Verified,null
10669,YIR004W,Verified,null
10670,YFR027W,Verified,null
10671,YJL122W,Verified,cytoplasm
10672,YGR148C,Verified,ribosomal
10674,YDR459C,Verified,null
10677,YJR153W,Verified,null
10679,YGL239C,Dubious,null
10681,YDL170W,Verified,null
10683,YJR011C,Uncharacterized,null
10685,YNL072W,Verified,null
10687,YJL219W,Verified,null
10692,YOR359W,Verified,nucle
10693,YNL239W,Verified,null
10694,YDR410C,Verified,nucle
10695,YLL040C,Verified,organelle
10696,YOR322C,Verified,membrane
10698,YNL147W,Verified,nucleolus
10699,YOR002W,Verified,null
10700,YOR075W,Verified,membrane
10701,YDR404C,Verified,nucle
10704,YKL006W,Verified,ribosomal
10705,YNL242W,Verified,membrane
10706,YOL090W,Verified,null
10707,YNL145W,Verified,null
10709,YBR094W,Verified,null
10712,YLR338W,Dubious,null
10714,YOL001W,Verified,null
10716,YPL224C,Verified,membrane
10717,YLR137W,Verified,null
10718,YDL042C,Verified,nucleolus
10721,YOL136C,Verified,null
10722,YLR002C,Verified,nucleolus
10723,YER145C,Dubious,null
10724,YER110C,Verified,cytoplasm
10726,YOR304W,Verified,null
10729,YHL010C,Verified,null
10731,YMR191W,Verified,null
10734,YDR226W,Verified,membrane
10736,YDR108W,Verified,null
10738,YDL155W,Verified,cytoplasm
10739,YGL102C,Dubious,null
10740,YMR079W,Verified,cytoplasm
10741,YMR126C,Uncharacterized,null
10743,YML043C,Verified,nucleolus
10746,YER027C,Verified,cytoplasm
10747,YKR073C,Dubious,null
10748,YDL013W,Verified,null
10749,YKR088C,Verified,null
10750,YMR206W,Uncharacterized,null
10752,YOR231W,Verified,null
10753,YPR036W,Verified,null
10754,YGR235C,Verified,null
10756,YLR406C,Uncharacterized,ribosomal
10759,YLR383W,Verified,null
10760,YLL020C,Dubious,null
10761,YDR037W,Verified,null
10763,YGL051W,Verified,membrane
10764,YNL160W,Verified,null
10765,YMR013C,Verified,endoplasm
10766,YDR219C,Verified,mitochond
10768,YNL055C,Verified,membrane
10769,YFL002C,Verified,nucleolus
10771,YGL181W,Verified,null
10772,YJL176C,Verified,cytosol
10773,YPL087W,Verified,null
10775,YJL054W,Verified,mitochond
10776,YOR134W,Verified,null
10777,YPR154W,Verified,null
10778,YKL122C,Verified,null
10779,YAL038W,Verified,null
10782,YGR107W,Dubious,null
10783,YOL119C,Verified,null
10785,YHR121W,Verified,null
10786,YJL096W,Verified,ribosomal
10787,YHR142W,Verified,endoplasm
10788,YPL129W,Verified,null
10789,YBR190W,Dubious,null
10790,YOL162W,Uncharacterized,null
10791,YLR196W,Verified,nucleolus
10793,YAL065C,Uncharacterized,null
10794,YIL147C,Verified,null
10797,YLR230W,Dubious,null
10798,YPL201C,Verified,cytosol
10799,YBL018C,Verified,cytosol
10801,YIL012W,Dubious,null
10802,YEL031W,Verified,endoplasm
10803,YOL071W,Verified,null
10804,YNR053C,Verified,nucleolus
10806,YNL298W,Verified,null
10807,YBR290W,Verified,endoplasm
10809,YML113W,Verified,cytosol
10810,YHR202W,Uncharacterized,null
10811,YHR008C,Verified,null
10812,YLR330W,Verified,null
10814,YHL037C,Dubious,null
10815,YNR068C,Uncharacterized,null
10817,YFR004W,Verified,mitochond
10818,YOR369C,Verified,ribosomal
10819,YOR025W,Verified,null
10821,YML128C,Verified,null
10823,YGL256W,Verified,null
10824,YER184C,Verified,null
10826,YMR107W,Verified,null
10828,YER166W,Verified,null
10829,YHR015W,Verified,null
10830,YCR027C,Verified,null
10831,YDL194W,Verified,null
10833,YIL021W,Verified,null
10834,YNL198C,Dubious,null
10835,YGL115W,Verified,cytoplasm
10836,YMR247C,Verified,null
10837,YBR077C,Verified,null
10840,YGL103W,Verified,cytosol
10843,YNL183C,Verified,membrane
10844,YGR192C,Verified,mitochond
10845,YBL045C,Verified,null
10849,YLR407W,Uncharacterized,null
10850,YBR088C,Verified,null
10851,YLR076C,Dubious,null
10853,YOR175C,Verified,null
10854,YNL329C,Verified,null
10855,YJL015C,Dubious,null
10856,YLL002W,Verified,null
10858,YGR216C,Verified,null
10859,YNL012W,Verified,nucle
10861,YCR085W,Uncharacterized,null
10862,YPL184C,Verified,nucle
10863,YLR282C,Dubious,null
10864,YDR203W,Dubious,null
10867,YDR054C,Verified,cytoplasm
10868,YBR008C,Verified,null
10869,YPR171W,Verified,null
10873,YLR141W,Verified,nucleolus
10875,YPL159C,Verified,null
10877,YDR096W,Verified,cytosol
10878,YJL120W,Dubious,null
10879,YKL102C,Dubious,null
10880,YHR065C,Verified,nucleolus
10881,YPL046C,Verified,null
10883,YKL196C,Verified,null
10884,YNR005C,Dubious,null
10885,YFR021W,Verified,cytosol
10887,YJR013W,Verified,endoplasm
10888,YDL176W,Verified,null
10890,YHR053C,Verified,null
10893,YJR042W,Verified,null
10895,YKL169C,Dubious,null
10896,YHR186C,Verified,cytoplasm
10898,YPL133C,Verified,null
10899,YMR302C,Verified,mitochond
10903,YNR023W,Verified,cytosol
10904,YOL096C,Verified,membrane
10905,YAL004W,Dubious,null
10906,YBR259W,Verified,null
10907,YDR406W,Dubious,null
10908,YNL240C,Verified,membrane
10909,YBR222C,Verified,null
10910,YOR306C,Verified,null
10911,YCL017C,Verified,mitochond
10915,YHL012W,Uncharacterized,null
10919,YDR525W,Verified,null
10920,YGR040W,Verified,null
10921,YER178W,Verified,nucle
10922,YOL003C,Verified,null
10924,YJL140W,Verified,nucle
10926,YOL138C,Verified,null
10927,YDR533C,Verified,null
10928,YER147C,Dubious,null
10929,YOL038W,Verified,mitochond
10931,YDR220C,Dubious,null
10933,YCL066W,Verified|silenced_gene,null
10935,YCL059C,Verified,nucleolus
10937,YBR034C,Verified,null
10940,YMR161W,Verified,endoplasm
10942,YJL184W,Verified,null
10943,YDL040C,Verified,null
10944,YDL015C,Verified,endoplasm
10947,YER078C,Verified,mitochond
10948,YCR001W,Uncharacterized,null
10949,YMR204C,Verified,null
10950,YML014W,Verified,cytoplasm
10951,YKR071C,Verified,mitochond
10952,YGL261C,Uncharacterized,null
10953,YOR233W,Verified,null
10955,YGR280C,Verified,nucleolus
10957,YEL069C,Verified,null
10958,YKL120W,Verified,mitochond
10959,YKL175W,Verified,null
10960,YLR381W,Verified,null
10961,YMR011W,Verified,null
10963,YJR009C,Verified,mitochond
10965,YLR131C,Verified,cytosol
10966,YCR013C,Dubious,null
10967,YFL004W,Verified,endoplasm
10968,YGL183C,Verified,null
10969,YMR153W,Verified,null
10971,YPR103W,Verified,membrane
10972,YPL085W,Verified,endoplasm
10974,YJL052W,Verified,mitochond
10977,YGL087C,Verified,cytoplasm
10978,YPR080W,Verified,cytoplasm
10979,YGR172C,Verified,endoplasm
10980,YAL045C,Dubious,null
10981,YGR105W,Verified,endoplasm
10982,YBR269C,Verified,null
10983,YDR283C,Verified,null
10984,YBR192W,Verified,null
10985,YOR049C,Verified,membrane
10988,YGR074W,Verified,cytosol
10990,YOL160W,Dubious,null
10991,YAL067C,Verified,null
10994,YLR194C,Verified,null
10995,YKL015W,Verified,null
10996,YLR236C,Dubious,null
10997,YJR089W,Verified,cytoplasm
11000,YKL040C,Verified,null
11001,YLR249W,Verified,cytosol
11002,YGL158W,Verified,null
11004,YPL203W,Verified,cytosol
11005,YNR055C,Verified,null
11006,YHR035W,Verified,null
11008,YDR184C,Verified,null
11009,YDR133C,Dubious,null
11011,YNL221C,Verified,null
11012,YOL055C,Verified,null
11013,YIL032C,Dubious,null
11015,YFR053C,Verified,mitochond
11016,YHL035C,Verified,null
11017,YLR336C,Verified,nucleolus
11018,YFR002W,Verified,null
11021,YGR023W,Verified,null
11022,YGL072C,Dubious,null
11023,YGL258W,Verified,null
11024,YDL196W,Dubious,null
11025,YHR100C,Verified,null
11027,YPL269W,Verified,cytoplasm
11028,YER186C,Uncharacterized,null
11029,YER164W,Verified,null
11030,YER131W,Verified,ribosomal
11032,YMR245W,Dubious,null
11033,YGL113W,Verified,null
11034,YGR009C,Verified,null
11035,YCL005W,Verified,endoplasm
11036,YGL105W,Verified,null
11037,YEL019C,Verified,null
11038,YLR214W,Verified,null
11039,YPR186C,Verified,null
11041,YDR486C,Verified,null
11042,YBL047C,Verified,null
11043,YOR315W,Verified,null
11044,YLL023C,Verified,endoplasm
11047,YPL099C,Verified,mitochond
11050,YDR254W,Verified,null
11051,YGR263C,Verified,membrane
11055,YGR214W,Verified,cytosol
11057,YCR083W,Verified,null
11058,YNL310C,Verified,null
11060,YPR173C,Verified,null
11061,YGR249W,Verified,null
11063,YDL021W,Verified,null
11065,YEL073C,Uncharacterized,null
11066,YML060W,Verified,mitochond
11068,YLR112W,Dubious,null
11069,YFL025C,Verified,membrane
11070,YKL009W,Verified,nucleolus
11071,YFL052W,Verified,null
11072,YOR124C,Verified,null
11073,YDR094W,Dubious,null
11074,YJL126W,Verified,null
11075,YJL159W,Verified,null
11077,YPL044C,Dubious,null
11079,YLR317W,Dubious,null
11080,YCL052C,Verified,null
11082,YNR003C,Verified,null
11083,YDR376W,Verified,mitochond
11084,YKL194C,Verified,null
11085,YFR023W,Verified,null
11086,YNL127W,Verified,null
11087,YPL182C,Dubious,null
11088,YLR280C,Dubious,null
11089,YJR040W,Verified,membrane
11090,YPR119W,Verified,cytoplasm
11092,YHR051W,Verified,null
11094,YKL036C,Dubious,null
11095,YJL104W,Verified,mitochond
11096,YMR056C,Verified,mitochond
11097,YDL174C,Verified,membrane
11099,YMR287C,Verified,null
11101,YPL131W,Verified,ribosomal
11102,YIL115C,Verified,cytoplasm
11104,YJL088W,Verified,null
11106,YGR155W,Verified,null
11108,YFR049W,Verified,ribosomal
11110,YDL221W,Dubious,null
11111,YKL089W,Verified,null
11112,YOR006C,Verified,null
11114,YJR157W,Dubious,null
11115,YOR028C,Verified,cytoplasm
11116,YOL094C,Verified,cytosol
11117,YAL002W,Verified,null
11118,YHR018C,Verified,null
11121,YHR195W,Verified,null
11123,YKR090W,Verified,null
11126,YLR302C,Dubious,null
11127,YDR523C,Verified,nucle
11128,YPL220W,Verified,ribosomal
11129,YOR268C,Uncharacterized,null
11131,YDR031W,Verified,mitochond
11133,YOR213C,Verified,null
11134,YEL050C,Verified,ribosomal
11135,YGL224C,Verified,null
11136,YBR206W,Dubious,null
11137,YNL268W,Verified,null
11138,YDR535C,Dubious,null
11139,YOR068C,Verified,null
11140,YGR039W,Uncharacterized,null
11141,YER141W,Verified,mitochond
11143,YOR396W,Uncharacterized,null
11144,YCL064C,Verified,nucle
11145,YML029W,Verified,endoplasm
11146,YDL222C,Verified,null
11147,YCR048W,Verified,null
11148,YCR033W,Verified,cytosol
11149,YDR104C,Verified,null
11153,YKR059W,Verified,null
11154,YBR032W,Uncharacterized,null
11157,YER023W,Verified,null
11159,YML016C,Verified,membrane
11160,YOR388C,Verified,null
11162,YDL017W,Verified,null
11164,YOR235W,Dubious,null
11167,YJL005W,Verified,membrane
11168,YJL050W,Verified,nucleolus
11170,YDL202W,Verified,ribosomal
11171,YML083C,Verified,null
11172,YLR216C,Verified,null
11173,YMR017W,Verified,nucle
11174,YKR033C,Dubious,null
11176,YLR159W,Uncharacterized,null
11177,YCR015C,Verified,null
11178,YDR159W,Verified,null
11180,YMR151W,Dubious,null
11181,YBL070C,Dubious,null
11182,YOR165W,Verified,null
11186,YOR130C,Verified,null
11187,YPL083C,Verified,membrane
11189,YJL109C,Verified,nucleolus
11190,YJR021C,Verified,null
11191,YLR369W,Verified,null
11199,YDR008C,Dubious,null
11200,YBR127C,Verified,cytoplasm
11201,YOR047C,Verified,membrane
11202,YGL009C,Verified,cytoplasm
11205,YMR299C,Verified,null
11207,YLR234W,Verified,null
11208,YJL167W,Verified,endoplasm
11209,YBR149W,Verified,null
11212,YNL066W,Verified,null
11213,YPL112C,Verified,null
11215,YIL016W,Verified,membrane
11216,YOL028C,Verified,null
11217,YNR057C,Verified,null
11219,YML117W,Verified,null
11220,YHR206W,Verified,cytosol
11221,YOL122C,Verified,null
11224,YFR055W,Verified,null
11225,YIL030C,Verified,membrane
11227,YJR103W,Verified,null
11229,YOR021C,Verified,null
11230,YER133W,Dubious,nucleolus
11231,YNL089C,Dubious,null
11232,YER162C,Verified,cytosol
11235,YBR051W,Dubious,null
11240,YOR374W,Verified,nucle
11244,YLR281C,Uncharacterized,null
11245,YDR433W,Dubious,null
11246,YBL049W,Verified,null
11247,YLR416C,Dubious,null
11249,YKR010C,Verified,nucleolus
11250,YMR034C,Verified,null
11251,YLR085C,Verified,nucle
11254,YDR423C,Verified,cytoplasm
11255,YPR004C,Verified,null
11257,YGR180C,Verified,cytoplasm
11258,YJL019W,Verified,membrane
11259,YMR116C,Verified,ribosomal
11260,YNL047C,Verified,null
11261,YDR256C,Verified,null
11262,YNL302C,Verified,ribosomal
11263,YGL030W,Verified,cytosol
11264,YJL033W,Verified,nucleolus
11265,YOR182C,Verified,ribosomal
11266,YDR050C,Verified,mitochond
11268,YOR153W,Verified,nucle
11269,YPL241C,Verified,null
11270,YLR145W,Verified,null
11271,YPR059C,Dubious,null
11274,YDL023C,Dubious,null
11275,YEL071W,Verified,null
11277,YFL050C,Verified,null
11278,YBR106W,Verified,null
11279,YBL093C,Verified,null
11281,YNL078W,Verified,null
11282,YJL124C,Verified,nucle
11284,YKL143W,Verified,cytoplasm
11285,YPL031C,Verified,null
11287,YDR453C,Verified,null
11288,YNL125C,Verified,membrane
11290,YNR001C,Verified,null
11291,YNL178W,Verified,ribosomal
11294,YJR017C,Verified,null
11295,YPL180W,Verified,cytoplasm
11297,YJL106W,Verified,null
11301,YBR226C,Dubious,null
11302,YIL117C,Verified,null
11303,YAL055W,Verified,null
11305,YOL103W,Verified,null
11306,YHR156C,Verified,null
11308,YGL168W,Verified,null
11309,YBR168W,Verified,null
11311,YJR068W,Verified,null
11312,YHR162W,Verified,mitochond
11314,YOR004W,Verified,nucleolus
11317,YGL093W,Verified,null
11318,YGR139W,Dubious,null
11319,YNL143C,Uncharacterized,null
11321,YCR066W,Verified,null
11322,YDR442W,Dubious,null
11324,YKR092C,Verified,nucleolus
11326,YPL277C,Uncharacterized,null
11327,YOR211C,Verified,mitochond
11328,YGR011W,Dubious,null
11329,YDR521W,Dubious,null
11331,YOR324C,Verified,null
11332,YAR020C,Verified,null
11334,YHL025W,Verified,cytosol
11335,YDR537C,Dubious,null
11336,YGR037C,Verified,null
11337,YNL330C,Verified,null
11338,YER143W,Verified,null
11339,YNL321W,Verified,endoplasm
11341,YCR031C,Verified,ribosomal
11343,YLL006W,Verified,mitochond
11346,YMR175W,Uncharacterized,null
11347,YBR030W,Verified,cytosol
11348,YLR440C,Verified,endoplasm
11349,YLR428C,Dubious,null
11350,YLR044C,Verified,cytosol
11352,YLR099C,Verified,null
11353,YOR149C,Verified,null
11355,YDR429C,Verified,null
11356,YML010W,Verified,null
11357,YER074W,Verified,ribosomal
11360,YEL052W,Verified,mitochond
11361,YJL180C,Verified,null
11364,YLR062C,Dubious,null
11365,YKR082W,Verified,cytosol
11366,YOR027W,Verified,null
11367,YLR019W,Verified,null
11368,YJL007C,Dubious,null
11369,YPL081W,Verified,ribosomal
11371,YHL028W,Verified,endoplasm
11372,YLR210W,Verified,cytoplasm
11373,YDL204W,Verified,null
11375,YKR031C,Verified,nucle
11377,YHR181W,Verified,endoplasm
11378,YER096W,Verified,null
11379,YMR128W,Verified,nucleolus
11381,YGL130W,Verified,null
11383,YCR017C,Verified,null
11384,YBL072C,Verified,ribosomal
11385,YGL187C,Verified,null
11388,YOR167C,Verified,ribosomal
11389,YPR107C,Verified,cytosol
11390,YPL076W,Verified,null
11391,YJR023C,Dubious,null
11392,YGR176W,Dubious,null
11393,YKL011C,Verified,membrane
11396,YOR018W,Verified,null
11397,YGL201C,Verified,cytoplasm
11398,YPR084W,Uncharacterized,null
11399,YBR121C,Verified,mitochond
11401,YMR062C,Verified,null
11403,YGL262W,Uncharacterized,null
11405,YPL114W,Dubious,null
11406,YBR147W,Verified,null
11407,YNL064C,Verified,cytoplasm
11409,YIL136W,Verified,membrane
11410,YLR190W,Verified,mitochond
11412,YOR098C,Verified,null
11413,YIL018W,Verified,ribosomal
11415,YBR274W,Verified,null
11417,YBL012C,Dubious,null
11418,YHR204W,Verified,null
11420,YAR069C,Dubious,null
11421,YOR318C,Dubious,null
11422,YNR059W,Verified,null
11423,YDR180W,Verified,cytosol
11424,YOL120C,Verified,ribosomal
11425,YIL036W,Verified,cytosol
11427,YFR057W,Uncharacterized,null
11428,YOR045W,Verified,mitochond
11432,YJR101W,Verified,ribosomal
11433,YBL051C,Verified,null
11435,YDR029W,Uncharacterized,null
11436,YGR058W,Verified,null
11437,YBR053C,Uncharacterized,null
11439,YLR029C,Verified,ribosomal
11441,YER135C,Uncharacterized,null
11443,YDL003W,Verified,mitochond
11446,YDR435C,Verified,null
11447,YOR376W,Uncharacterized,null
11448,YIL098C,Verified,null
11449,YLL027W,Verified,null
11451,YGR198W,Verified,membrane
11452,YAR007C,Verified,cytoplasm
11454,YLR414C,Verified,null
11455,YML031W,Verified,membrane
11456,YKR012C,Dubious,null
11458,YMR081C,Verified,null
11459,YGR218W,Verified,null
11462,YPR006C,Verified,null
11466,YDR431W,Dubious,null
11467,YMR214W,Verified,null
11470,YGR063C,Verified,null
11471,YPR020W,Verified,null
11474,YEL077C,Uncharacterized,null
11475,YGR245C,Verified,null
11477,YPL243W,Verified,null
11478,YDR497C,Verified,null
11479,YDL025C,Verified,null
11481,YFL029C,Verified,null
11483,YPL048W,Verified,cytoplasm
11484,YPR133C,Verified,null
11485,YJL071W,Verified,null
11486,YNL123W,Verified,null
11487,YDR372C,Verified,membrane
11489,YOR111W,Uncharacterized,null
11490,YDR323C,Verified,membrane
11491,YKL198C,Verified,mitochond
11493,YDR030C,Verified,null
11494,YJL100W,Verified,null
11495,YKL032C,Verified,null
11496,YDL178W,Verified,null
11497,YKL118W,Dubious,null
11498,YHR080C,Verified,null
11500,YPL015C,Verified,cytoplasm
11501,YDL107W,Verified,membrane
11507,YIL111W,Verified,null
11508,YPL142C,Dubious,null
11509,YJL084C,Verified,null
11511,YPL135W,Verified,null
11513,YMR304W,Verified,null
