,gene,validation,localization
8085,YNR056C,Verified,transporter
8086,YDR185C,Verified,null
8090,YJL032W,Dubious,null
8093,YOR183W,Uncharacterized,null
8095,YPR172W,Uncharacterized,null
8096,YDR053W,Dubious,null
8097,YLR111W,Dubious,null
8098,YML034W,Verified,null
8100,YDR003W,Uncharacterized,null
8101,YLR144C,Verified,null
8102,YEL072W,Verified,null
8103,YPR058W,Verified,transporter
8104,YDL020C,Verified,transcription
8108,YHR101C,Verified,null
8111,YER132C,Verified,null
8116,YPL183C,Verified,null
8117,YKL031W,Dubious,null
8120,YJL105W,Verified,null
8122,YDL100C,Verified,null
8123,YMR284W,Verified,null
8125,YMR035W,Verified,null
8127,YKR011C,Verified,null
8128,YNL215W,Verified,null
8129,YDR107C,Verified,null
8130,YPR005C,Verified,null
8131,YNL044W,Verified,null
8133,YDR200C,Verified,null
8135,YGR260W,Verified,transporter
8136,YNL011C,Uncharacterized,null
8137,YLR274W,Verified,null
8138,YJR156C,Verified,null
8141,YNL142W,Verified,transporter
8142,YHR019C,Verified,null
8144,YGR138C,Verified,transporter
8145,YIL078W,Verified,null
8146,YFL024C,Verified,null
8147,YDR095C,Dubious,null
8148,YJL127C,Verified,null
8150,YFL053W,Verified,null
8152,YDR375C,Verified,transporter
8155,YNL179C,Dubious,null
8157,YNR002C,Verified,transporter
8158,YPL030W,Verified,null
8160,YLR316C,Verified,null
8163,YGL225W,Verified,transporter
8164,YAR023C,Uncharacterized,null
8165,YOR352W,Verified,null
8166,YOR325W,Dubious,null
8167,YDR534C,Verified,null
8168,YMR324C,Dubious,null
8169,YOR069W,Verified,null
8170,YGR038W,Verified,null
8171,YER140W,Verified,null
8172,YBR104W,Verified,transporter
8173,YBR227C,Verified,null
8174,YLR378C,Verified,transmembrane
8175,YHR157W,Verified,null
8176,YPL130W,Verified,null
8178,YOL100W,Verified,null
8180,YFR048W,Verified,null
8184,YOL021C,Verified,null
8187,YML011C,Verified,null
8189,YDR398W,Verified,null
8191,YJL187C,Verified,null
8196,YBR289W,Verified,RNA polymerase
8197,YKR093W,Verified,null
8199,YMR221C,Uncharacterized,null
8202,YDR032C,Verified,null
8203,YGR016W,Uncharacterized,null
8209,YHR125W,Dubious,null
8212,YBL071C,Uncharacterized,null
8213,YPR106W,Verified,null
8214,YOR131C,Verified,null
8215,YOR164C,Verified,null
8216,YPL082C,Verified,null
8217,YDR451C,Verified,transcription
8219,YMR174C,Verified,null
8220,YCR049C,Dubious,null
8222,YLL007C,Verified,null
8223,YCL065W,Dubious,null
8224,YCR032W,Verified,null
8225,YDR105C,Verified,null
8228,YLR098C,Verified,null
8234,YAL062W,Verified,dehydrogenase
8238,YNL165W,Uncharacterized,null
8240,YIL131C,Verified,transcription
8244,YLR235C,Dubious,null
8245,YJL164C,Verified,null
8246,YNL065W,Verified,transporter
8249,YJL004C,Verified,null
8251,YCL012C,Verified,null
8252,YJL051W,Verified,null
8253,YLR217W,Dubious,null
8254,YKR032W,Dubious,null
8256,YML080W,Verified,null
8257,YHR180W,Dubious,null
8258,YMR016C,Verified,null
8259,YER097W,Dubious,null
8260,YIL037C,Verified,null
8262,YDR475C,Verified,null
8263,YFR056C,Dubious,null
8264,YJR100C,Verified,null
8266,YLR340W,Verified,null
8268,YKL043W,Verified,null
8269,YJR020W,Dubious,null
8270,YGR171C,Verified,null
8272,YPR085C,Verified,null
8273,YGL200C,Verified,null
8274,YOR019W,Verified,null
8275,YOR044W,Verified,null
8278,YDR280W,Verified,null
8279,YHR138C,Verified,null
8280,YPR189W,Verified,null
8281,YOR259C,Verified,null
8282,YGR197C,Verified,null
8284,YLL024C,Verified,ATP
8285,YHL007C,Verified,histone
8287,YOR375C,Verified,dehydrogenase
8288,YBL048W,Dubious,null
8292,YOL029C,Uncharacterized,null
8294,YAR068W,Uncharacterized,null
8296,YHR205W,Verified,null
8297,YDR187C,Dubious,null
8300,YMR240C,Verified,null
8304,YBR078W,Verified,null
8305,YPL240C,Verified,null
8306,YDL022W,Verified,dehydrogenase
8307,YPR021C,Verified,transporter
8308,YGR244C,Verified,null
8310,YEL070W,Verified,null
8314,YDR543C,Dubious,null
8316,YBR052C,Verified,null
8318,YNL088W,Verified,null
8320,YBR083W,Verified,transcription
8321,YBR285W,Uncharacterized,null
8325,YKL033W,Verified,null
8326,YNL046W,Uncharacterized,null
8327,YJL107C,Uncharacterized,null
8328,YPL181W,Verified,histone
8329,YHR054C,Uncharacterized,null
8330,YDL106C,Verified,transcription
8332,YPL014W,Verified,null
8333,YDL179W,Verified,null
8334,YER056C,Verified,transporter
8337,YLR084C,Verified,null
8338,YMR080C,Verified,null
8339,YMR037C,Verified,RNA polymerase
8341,YGL025C,Verified,transcription
8345,YDL124W,Verified,null
8347,YGR266W,Verified,null
8348,YGR219W,Dubious,null
8350,YJR106W,Verified,null
8351,YIL176C,Uncharacterized,null
8353,YOR005C,Verified,null
8356,YGL092W,Verified,null
8357,YCL039W,Verified,null
8364,YFL051C,Uncharacterized,null
8365,YJL125C,Verified,null
8366,YBR107C,Verified,null
8368,YOR189W,Verified,null
8369,YPR130C,Dubious,null
8370,YKL142W,Verified,null
8371,YPL049C,Verified,null
8373,YJL070C,Uncharacterized,null
8374,YPL036W,Verified,null
8375,YIR003W,Verified,null
8377,YGL227W,Verified,null
8378,YOR350C,Verified,null
8380,YER142C,Verified,null
8383,YAL001C,Verified,transcription
8386,YPL136W,Dubious,null
8387,YOL102C,Verified,null
8389,YBR225W,Uncharacterized,null
8394,YEL065W,Verified,transporter
8396,YPR193C,Verified,null
8398,YPL077C,Uncharacterized,null
8399,YNL207W,Verified,null
8401,YJL181W,Uncharacterized,null
8402,YOR210W,Verified,null
8405,YER077C,Uncharacterized,null
8409,YER128W,Verified,null
8415,YLR123C,Dubious,null
8417,YEL020C,Verified,null
8418,YCR016W,Uncharacterized,null
8419,YJL028W,Verified,null
8420,YMR154C,Verified,null
8421,YGL186C,Verified,null
8424,YGL091C,Verified,null
8425,YBL073W,Dubious,null
8426,YML079W,Uncharacterized,null
8430,YPR068C,Verified,null
8432,YMR176W,Verified,null
8434,YER048C,Verified,null
8435,YBR064W,Dubious,null
8437,YLL005C,Verified,null
8438,YOR148C,Verified,null
8440,YDL147W,Verified,null
8441,YMR063W,Verified,null
8442,YMR014W,Verified,null
8443,YIR040C,Dubious,null
8446,YBR119W,Verified,null
8447,YFL016C,Verified,null
8448,YJL162C,Verified,null
8449,YBR144C,Dubious,null
8450,YDR085C,Verified,null
8452,YPL080C,Dubious,null
8454,YDR070C,Verified,null
8458,YER095W,Verified,null
8461,YKR030W,Verified,null
8464,YHR182W,Verified,null
8467,YDR477W,Verified,null
8469,YOL050C,Dubious,null
8470,YIL042C,Verified,dehydrogenase
8471,YIL035C,Verified,null
8473,YLR346C,Verified,null
8474,YLR339C,Dubious,null
8475,YNR061C,Verified,null
8479,YIR019C,Verified,null
8482,YKL185W,Verified,RNA polymerase
8484,YPR087W,Dubious,null
8485,YJR124C,Uncharacterized,null
8487,YLL026W,Verified,ADP
8488,YCL002C,Uncharacterized,null
8489,YGL108C,Verified,null
8490,YHL005C,Uncharacterized,null
8496,YER087W,Verified,null
8497,YKL116C,Verified,kinase
8499,YGR119C,Verified,null
8500,YAR066W,Uncharacterized,null
8501,YDR181C,Verified,null
8503,YNL224C,Verified,null
8504,YAL020C,Verified,null
8506,YBL013W,Verified,null
8508,YGR238C,Verified,null
8509,YGR064W,Dubious,null
8511,YGL035C,Verified,transcription
8512,YNL337W,Dubious,null
8514,YGR246C,Verified,transcription
8515,YEL076C,Uncharacterized,null
8517,YPR027C,Uncharacterized,null
8518,YDR206W,Verified,null
8521,YLR028C,Verified,null
8526,YDL079C,Verified,null
8533,YBL069W,Verified,null
8535,YJL049W,Uncharacterized,null
8536,YOR129C,Verified,null
8537,YMR069W,Verified,null
8540,YDL104C,Verified,null
8541,YKL119C,Verified,null
8542,YPL016W,Verified,RNA polymerase
8543,YHR042W,Verified,null
8544,YLR086W,Verified,null
8546,YKR015C,Uncharacterized,null
8547,YML030W,Verified,null
8548,YML065W,Verified,null
8549,YMR082C,Uncharacterized,null
8551,YGL023C,Verified,null
8552,YPR009W,Verified,RNA polymerase
8554,YDL126C,Verified,null
8555,YGR264C,Verified,null
8556,YIL129C,Verified,null
8560,YLR225C,Uncharacterized,null
8562,YGR134W,Verified,null
8563,YLR270W,Verified,null
8566,YBL096C,Dubious,null
8567,YFL028C,Verified,null
8568,YBR105C,Verified,null
8569,YDR371W,Uncharacterized,null
8571,YDR324C,Verified,null
8572,YJL072C,Verified,null
8573,YOR112W,Verified,null
8575,YKL144C,Verified,null
8577,YNL120C,Dubious,null
8579,YOR356W,Verified,null
8581,YAR027W,Verified,null
8582,YHL026C,Uncharacterized,null
8583,YGL221C,Verified,null
8585,YJR147W,Verified,null
8587,YDR538W,Verified,null
8588,YIL112W,Verified,null
8592,YAL056W,Verified,null
8593,YBR250W,Verified,null
8594,YKL071W,Uncharacterized,null
8595,YPL134C,Verified,transporter
8596,YJL087C,Verified,kinase
8598,YGL174W,Verified,null
8599,YLR435W,Verified,null
8601,YEL057C,Verified,null
8603,YLR358C,Uncharacterized,null
8606,YDL049C,Verified,null
8608,YER071C,Uncharacterized,null
8611,YNL205C,Dubious,null
8612,YKR081C,Verified,null
8613,YOR338W,Uncharacterized,null
8615,YNR042W,Dubious,null
8616,YIL065C,Verified,null
8617,YOL031C,Verified,null
8618,YIR041W,Verified,null
8619,YNL258C,Verified,null
8620,YKL216W,Verified,null
8621,YGR012W,Verified,null
8622,YDR458C,Verified,null
8624,YKR097W,Verified,ATP
8625,YML102W,Verified,null
8626,YCR090C,Uncharacterized,null
8631,YBL075C,Verified,null
8633,YGL133W,Verified,null
8635,YCR036W,Verified,ATP
8637,YMR170C,Verified,null
8638,YCL061C,Verified,null
8639,YOR238W,Uncharacterized,null
8640,YDR101C,Verified,null
8641,YOR146W,Dubious,null
8642,YLR049C,Uncharacterized,null
8645,YJR002W,Verified,null
8648,YNL034W,Uncharacterized,null
8651,YIL135C,Verified,null
8652,YDR087C,Verified,null
8658,YKL178C,Verified,null
8659,YDR352W,Verified,transporter
8661,YML051W,Verified,RNA polymerase
8662,YML084W,Dubious,null
8663,YHR184W,Verified,null
8664,YCR098C,Verified,transporter
8665,YDR243C,Verified,null
8667,YLR213C,Verified,null
8668,YKR036C,Verified,null
8670,YIL040W,Verified,null
8672,YOR015W,Uncharacterized,null
8673,YHR003C,Verified,null
8674,YAL019W,Verified,null
8676,YNL206C,Verified,null
8679,YBR219C,Uncharacterized,null
8680,YML123C,Verified,transporter
8683,YJL160C,Uncharacterized,null
8684,YPL075W,Verified,transcription
8686,YJL135W,Dubious,null
8687,YBR142W,Verified,null
8688,YGR175C,Verified,null
8689,YIR017C,Verified,RNA polymerase
8690,YDR338C,Uncharacterized,transporter
8691,YKL187C,Verified,null
8693,YJR126C,Verified,null
8694,YGL204C,Uncharacterized,null
8697,YOL125W,Verified,null
8698,YDR544C,Dubious,null
8701,YOR371C,Verified,null
8703,YBL086C,Uncharacterized,null
8709,YNL226W,Dubious,null
8710,YAR064W,Uncharacterized,null
8711,YAL022C,Verified,transporter
8714,YBR277C,Dubious,null
8715,YNL291C,Verified,null
8716,YHR218W,Dubious,null
8717,YMR211W,Verified,null
8719,YOR244W,Verified,null
8722,YGR066C,Uncharacterized,null
8723,YPL244C,Verified,transporter
8724,YDR492W,Verified,null
8725,YGR240C,Uncharacterized,null
8728,YPR025C,Verified,transcription
8730,YDR446W,Verified,null
8732,YAR002W,Verified,null
8735,YEL029C,Verified,null
8738,YPL219W,Verified,null
8740,YDR160W,Verified,null
8741,YCR064C,Dubious,null
8743,YCL040W,Verified,null
8744,YJL103C,Verified,null
8745,YNL042W,Verified,null
8746,YNL308C,Verified,null
8747,YPL010W,Verified,null
8748,YHR058C,Verified,RNA polymerase
8749,YJR049C,Verified,NAD+
8751,YPR169W,Dubious,null
8753,YML067C,Verified,null
8754,YER052C,Verified,null
8760,YLR413W,Verified,null
8762,YGR127W,Uncharacterized,null
8764,YMR084W,Uncharacterized,null
8765,YPL162C,Uncharacterized,null
8767,YGL021W,Verified,null
8768,YNL028W,Dubious,null
8771,YKL146W,Verified,transporter
8773,YKL080W,Verified,null
8775,YFL055W,Verified,transporter
8776,YKL160W,Verified,null
8777,YBL094C,Dubious,null
8779,YHR198C,Verified,null
8780,YJL129C,Verified,transporter
8781,YLR209C,Verified,null
8783,YJL074C,Verified,null
8785,YKL162C,Uncharacterized,null
8786,YOR114W,Uncharacterized,null
8788,YPR134W,Verified,null
8789,YFR039C,Verified,null
8790,YHL020C,Verified,null
8792,YFR042W,Verified,null
8793,YOR066W,Verified,null
8796,YOR036W,Verified,null
8800,YGR132C,Verified,null
8801,YOL106W,Dubious,null
8802,YGL218W,Dubious,null
8804,YGL118C,Uncharacterized,null
8805,YOL135C,Verified,null
8806,YGR109C,Verified,null
8807,YKL073W,Verified,null
8809,YPL141C,Verified,null
8810,YHR151C,Verified,null
8811,YJL081C,Verified,ATP
8812,YMR318C,Verified,dehydrogenase
8813,YCL018W,Verified,null
8814,YGR181W,Verified,null
8815,YPR197C,Dubious,null
8816,YOR214C,Verified,null
8817,YOR263C,Dubious,null
8818,YGL176C,Uncharacterized,null
8819,YBL030C,Verified,ATP
8820,YPL229W,Uncharacterized,null
8821,YNL270C,Verified,transmembrane
8822,YLL054C,Uncharacterized,RNA polymerase
8824,YER073W,Verified,null
8825,YLR012C,Uncharacterized,null
8826,YLR065C,Verified,null
8827,YBR046C,Verified,null
8828,YNR040W,Uncharacterized,null
8829,YIL067C,Uncharacterized,null
8830,YHR020W,Verified,null
8831,YIL089W,Verified,null
8832,YOL033W,Verified,null
8834,YGL058W,Verified,null
8835,YKR099W,Verified,RNA polymerase
8839,YJL024C,Verified,null
8843,YMR263W,Verified,null
8844,YLR415C,Uncharacterized,null
8848,YBL077W,Dubious,null
8849,YGR232W,Verified,null
8850,YMR172W,Verified,RNA polymerase
8852,YCR043C,Uncharacterized,null
8854,YJL146W,Verified,null
8857,YDR103W,Verified,null
8858,YMR018W,Uncharacterized,null
8859,YIR023W,Verified,RNA polymerase
8860,YJL119C,Dubious,null
8864,YKR034W,Verified,RNA polymerase
8866,YGL197W,Verified,null
8868,YFL012W,Uncharacterized,null
8872,YOR162C,Verified,transcription
8873,YMR098C,Verified,null
8879,YPR075C,Verified,null
8880,YML053C,Uncharacterized,null
8881,YER099C,Verified,null
8882,YDR241W,Dubious,null
8883,YLR174W,Verified,dehydrogenase
8884,YPL238C,Dubious,null
8885,YJR120W,Verified,null
8886,YOR017W,Verified,null
8888,YDR473C,Verified,null
8890,YDR310C,Verified,transcription
8892,YNL154C,Verified,null
8893,YNR065C,Uncharacterized,null
8895,YFR009W,Dubious,null
8896,YNL101W,Verified,transporter
8897,YDR081C,Verified,null
8899,YDR383C,Verified,null
8900,YBR115C,Verified,null
8902,YDR448W,Verified,histone
8903,YJR111C,Verified,null
8904,YPL073C,Dubious,null
8905,YLR360W,Verified,null
8906,YKL181W,Verified,null
8907,YOL150C,Dubious,null
8908,YPR096C,Verified,null
8910,YDR010C,Dubious,null
8911,YIL028W,Dubious,null
8912,YDR526C,Dubious,null
8913,YGR045C,Dubious,null
8917,YLR251W,Verified,null
8918,YDR509W,Dubious,null
8920,YPL106C,Verified,peptide binding
8921,YGL151W,Verified,null
8926,YOR348C,Verified,transporter
8929,YOR218C,Dubious,null
8932,YGR242W,Dubious,null
8934,YOR390W,Verified,transporter
8935,YPL246C,Verified,null
8937,YGL039W,Verified,ADP
8938,YER066W,Uncharacterized,null
8939,YPR050C,Dubious,null
8940,YGR293C,Dubious,null
8941,YEL001C,Verified,null
8942,YBR085W,Verified,ATP
8947,YHR091C,Verified,null
8948,YPL260W,Verified,null
8949,YOR082C,Dubious,null
8951,YDR024W,Dubious,null
8952,YOR228C,Verified,null
8953,YMR111C,Verified,null
8954,YNL184C,Uncharacterized,null
8955,YMR144W,Uncharacterized,null
8956,YCL042W,Uncharacterized,null
8958,YDR208W,Verified,null
8959,YHR087W,Verified,null
8962,YDL108W,Verified,RNA polymerase
8963,YPR110C,Verified,null
8965,YDR119W,Verified,null
8966,YLL037W,Dubious,null
8967,YLR411W,Verified,transporter
8968,YDR490C,Verified,null
8970,YPL034W,Uncharacterized,null
8971,YDL028C,Verified,null
8973,YCR008W,Verified,null
8975,YLR082C,Verified,null
8977,YLR035C,Verified,null
8980,YGR268C,Verified,null
8981,YNL171C,Dubious,null
8982,YIL125W,Verified,null
8983,YKL148C,Verified,null
8985,YIL077C,Uncharacterized,null
8986,YHR165C,Verified,null
8987,YLR322W,Dubious,null
8988,YKL028W,Verified,transcription
8989,YKL053W,Dubious,null
8990,YPL165C,Verified,null
8991,YDL228C,Dubious,null
8992,YKL082C,Verified,null
8993,YKL166C,Verified,null
8996,YPL038W,Verified,RNA polymerase
8997,YPR136C,Dubious,null
8998,YOR116C,Verified,null
9003,YOR061W,Verified,null
9007,YJR059W,Verified,null
9008,YJR162C,Dubious,null
9009,YGR130C,Verified,null
9011,YGL066W,Verified,null
9012,YBR254C,Verified,null
9013,YBR136W,Verified,null
9014,YPL186C,Verified,null
9015,YJL083W,Verified,null
9016,YPL138C,Verified,null
9017,YJL141C,Verified,null
9018,YKL075C,Uncharacterized,null
9019,YPL147W,Verified,ATP
9021,YPR195C,Dubious,null
9022,YGR187C,Verified,null
9023,YDR056C,Uncharacterized,null
9024,YDR422C,Verified,null
9025,YNL276C,Dubious,null
9026,YLL056C,Uncharacterized,null
9028,YHL048W,Verified,null
9030,YNL209W,Verified,null
9031,YIL061C,Verified,null
9032,YBL009W,Verified,null
9033,YNR046W,Verified,null
9034,YOL035C,Dubious,null
9035,YCL022C,Dubious,null
9036,YHR026W,Verified,null
9037,YNL254C,Verified,null
9039,YNL289W,Verified,null
9041,YBR062C,Uncharacterized,null
9042,YJL022W,Dubious,null
9043,YOR142W,Verified,null
9045,YER104W,Verified,null
9048,YLR427W,Verified,null
9050,YDL054C,Verified,transmembrane
9051,YPR019W,Verified,null
9052,YMR265C,Uncharacterized,null
9057,YER159C,Verified,RNA polymerase
9059,YHR113W,Verified,null
9060,YCR041W,Verified,null
9061,YKL207W,Verified,null
9064,YMR065W,Verified,null
9067,YGL002W,Verified,null
9068,YLR430W,Verified,null
9070,YKR041W,Verified,null
9072,YMR130W,Uncharacterized,null
9073,YGL195W,Verified,null
9074,YMR290C,Verified,null
9076,YDR269C,Dubious,null
9077,YDR076W,Verified,null
9078,YOR139C,Dubious,null
9079,YJL059W,Verified,null
9080,YMR047C,Verified,null
9081,YNL338W,Dubious,null
9082,YGR221C,Verified,null
9083,YDR247W,Verified,null
9085,YML055W,Verified,null
9086,YPR077C,Dubious,null
9088,YLR176C,Verified,null
9089,YLR268W,Verified,null
9090,YOR011W,Uncharacterized,null
9092,YBR128C,Verified,null
9093,YDL214C,Verified,null
9094,YJR122W,Verified,null
9095,YNL103W,Verified,null
9099,YDR312W,Verified,null
9100,YLR348C,Verified,transporter
9104,YHR153C,Verified,null
9106,YFL010C,Verified,null
9107,YDR141C,Verified,null
9112,YIR013C,Verified,null
9113,YPL071C,Uncharacterized,null
9114,YKL183W,Verified,null
9115,YLR362W,Verified,null
9117,YKL134C,Verified,null
9118,YBR273C,Verified,null
9119,YOR313C,Verified,null
9120,YAL026C,Verified,null
9121,YAR060C,Dubious,null
9123,YPR094W,Verified,null
9124,YNL295W,Uncharacterized,null
9125,YDR540C,Verified,null
9126,YOL156W,Verified,transporter
9127,YOL129W,Verified,null
9128,YHR130C,Uncharacterized,null
9129,YBR182C,Uncharacterized,null
9130,YPL040C,Verified,null
9131,YIL091C,Verified,null
9132,YPL104W,Verified,null
9133,YLR253W,Verified,null
9135,YIL106W,Verified,null
9137,YLR188W,Verified,null
9138,YJR108W,Verified,null
9139,YGL157W,Verified,null
9141,YGR146C,Uncharacterized,null
9142,YNL237W,Verified,null
9144,YJL195C,Dubious,null
9145,YDL073W,Verified,null
9146,YDL004W,Verified,null
9147,YLR059C,Verified,null
9148,YDR507C,Verified,null
9149,YEL007W,Verified,null
9150,YGR291C,Dubious,null
9151,YDR512C,Verified,null
9152,YPL248C,Verified,transcription
9153,YMR233W,Verified,null
9154,YNL080C,Verified,null
9155,YDR022C,Verified,null
9158,YGR051C,Dubious,null
9161,YER169W,Verified,RNA polymerase
9162,YOL016C,Verified,null
9163,YOR226C,Verified,null
9164,YEL025C,Uncharacterized,null
9169,YBR016W,Verified,null
9170,YPR116W,Verified,null
9174,YGR204W,Verified,ADP
9176,YLL035W,Verified,null
9177,YCR006C,Uncharacterized,null
9179,YPR056W,Verified,RNA polymerase
9181,YDR392W,Verified,null
9182,YLR037C,Verified,null
9183,YJL078C,Verified,null
9184,YNL173C,Verified,null
9186,YIL127C,Uncharacterized,null
9188,YKL051W,Verified,null
9189,YLR294C,Dubious,null
9191,YLR223C,Verified,null
9193,YPR038W,Dubious,null
9197,YOR118W,Verified,null
9203,YPR138C,Verified,transporter
9205,YNL119W,Verified,null
9206,YHR079C,Verified,null
9208,YGR158C,Verified,null
9209,YKL077W,Uncharacterized,null
9212,YIL058W,Dubious,null
9213,YJR114W,Dubious,null
9214,YJR141W,Uncharacterized,null
9216,YHR022C,Uncharacterized,null
9217,YLR301W,Verified,null
9218,YOR032C,Verified,null
9220,YJR054W,Verified,transporter
9221,YDL160C,Verified,null
9223,YBR134W,Dubious,null
9225,YNL002C,Verified,null
9226,YPL145C,Verified,null
9229,YPL190C,Verified,null
9230,YGL214W,Dubious,null
9231,YGR018C,Uncharacterized,null
9232,YOR267C,Verified,null
9233,YHR009C,Verified,null
9235,YOR385W,Uncharacterized,null
9236,YGR185C,Verified,null
9240,YGL172W,Verified,null
9241,YNL274C,Verified,null
9243,YGL149W,Uncharacterized,null
9245,YOL080C,Verified,null
9246,YOL037C,Dubious,null
9247,YOL117W,Verified,null
9249,YLR447C,Verified,null
9254,YNL256W,Verified,null
9256,YGL045W,Verified,null
9257,YER106W,Verified,null
9258,YCR107W,Verified,dehydrogenase
9260,YBL107C,Verified,null
9262,YPL234C,Verified,null
9266,YEL044W,Verified,null
9267,YML071C,Verified,null
9268,YLR016C,Verified,null
9272,YML129C,Verified,null
9275,YBR202W,Verified,null
9276,YKL205W,Verified,null
9277,YER033C,Verified,null
9280,YDR178W,Verified,null
9282,YLR432W,Verified,null
9285,YJL115W,Verified,molecular_function
9287,YGL004C,Verified,null
9288,YMR292W,Verified,null
9289,YMR132C,Uncharacterized,null
9292,YGL193C,Uncharacterized,null
9293,YLR409C,Verified,null
9295,YKR065C,Verified,null
9296,YMR041C,Verified,null
9297,YLR078C,Verified,null
9299,YDR078C,Verified,null
9303,YGR276C,Verified,null
9304,YDL138W,Verified,null
9305,YOR289W,Uncharacterized,null
9306,YPR071W,Uncharacterized,null
9307,YHR175W,Uncharacterized,transporter
9308,YOR013W,Dubious,null
9309,YMR325W,Verified,null
9311,YNL150W,Dubious,null
9313,YDR314C,Verified,null
9314,YKL098W,Verified,null
9315,YJL133W,Verified,transporter
9318,YKL018W,Verified,null
9319,YBR111C,Verified,null
9321,YPR144C,Verified,null
9322,YKL136W,Dubious,null
9323,YIL166C,Uncharacterized,null
9324,YPL026C,Verified,null
9326,YDR444W,Uncharacterized,null
9327,YOL154W,Verified,null
9328,YGL235W,Uncharacterized,null
9330,YOR311C,Verified,null
9331,YOR344C,Verified,null
9334,YAL028W,Verified,null
9335,YPR092W,Dubious,null
9336,YGL160W,Verified,null
9337,YOR079C,Verified,transporter
9338,YCL030C,Verified,hydrolase
9339,YHR132C,Verified,null
9341,YDR014W,Verified,null
9342,YBR180W,Verified,transporter
9344,YLR397C,Verified,null
9345,YDR463W,Verified,transcription
9347,YIL151C,Uncharacterized,null
9348,YJL215C,Dubious,null
9349,YPL102C,Dubious,null
9350,YLR255C,Dubious,null
9352,YGR111W,Uncharacterized,null
9355,YOL063C,Verified,null
9357,YJL193W,Uncharacterized,null
9358,YEL027W,Verified,transporter
9359,YOL014W,Uncharacterized,null
9360,YDR123C,Verified,RNA polymerase
9361,YNL235C,Dubious,null
9362,YLR057W,Verified,null
9363,YLR320W,Verified,null
9364,YFR014C,Verified,null
9367,YJR160C,Verified,transporter
9369,YDR020C,Uncharacterized,null
9370,YGR053C,Uncharacterized,null
9371,YPL213W,Verified,null
9372,YNL082W,Verified,null
9374,YPL264C,Uncharacterized,null
9375,YOR224C,Verified,null
9376,YGL060W,Verified,null
9377,YCL046W,Dubious,null
9379,YGR191W,Verified,transporter
9381,YMR140W,Verified,null
9382,YGL034C,Uncharacterized,null
9383,YPR114W,Uncharacterized,null
9386,YEL005C,Verified,null
9388,YOR242C,Verified,null
9390,YGL053W,Verified,null
9393,YMR166C,Verified,transporter
9394,YML038C,Verified,transporter
9395,YPR054W,Verified,null
9398,YLR031W,Uncharacterized,null
9399,YDL159W,Verified,null
9400,YJR038C,Dubious,null
9402,YMR075W,Verified,null
9405,YHR169W,Verified,null
9406,YLR296W,Dubious,null
9407,YDR215C,Dubious,null
9408,YNL059C,Verified,null
9409,YBL042C,Verified,transporter
9410,YPL161C,Verified,null
9411,YIL121W,Verified,transporter
9415,YKL111C,Dubious,null
9416,YJL041W,Verified,null
9419,YKR004C,Verified,null
9420,YML096W,Uncharacterized,null
9421,YHR192W,Verified,null
9423,YIL003W,Verified,null
9428,YFR044C,Verified,null
9430,YJR116W,Uncharacterized,null
9432,YLR356W,Verified,null
9434,YGL098W,Verified,null
9435,YJR056C,Verified,null
9436,YMR326C,Dubious,null
9437,YLR404W,Verified,null
9438,YGR161C,Uncharacterized,null
9439,YDL162C,Dubious,null
9441,YGL216W,Verified,null
9442,YFL031W,Verified,RNA polymerase
9444,YKL179C,Verified,null
9445,YJL145W,Verified,null
9446,YBR132C,Verified,transmembrane
9447,YPL192C,Verified,null
9450,YJR079W,Uncharacterized,null
9452,YPR199C,Verified,transcription
9453,YPL194W,Verified,null
9454,YDR426C,Dubious,null
9455,YOR365C,Uncharacterized,null
9456,YDR394W,Verified,null
9457,YOR330C,Verified,null
9459,YOR387C,Uncharacterized,null
9461,YOR030W,Verified,null
9462,YOR065W,Verified,null
9464,YNL250W,Verified,ATP
9465,YOL115W,Verified,null
9467,YNR031C,Verified,null
9469,YBL005W,Verified,RNA polymerase
9470,YDR193W,Dubious,null
9473,YCR105W,Verified,dehydrogenase
9474,YBL101C,Verified,null
9475,YPL236C,Verified,null
9476,YDR370C,Verified,null
9478,YDR488C,Verified,null
9479,YDL050C,Dubious,null
9481,YGR256W,Verified,null
9484,YLR014C,Verified,RNA polymerase
9485,YER126C,Verified,null
9486,YOR113W,Verified,transcription
9487,YGR224W,Verified,null
9489,YBR040W,Verified,null
9490,YPL258C,Verified,null
9491,YCR045C,Verified,null
9492,YKL203C,Verified,null
9493,YHR017W,Verified,null
9495,YCL069W,Verified,transporter
9496,YLR434C,Dubious,null
9498,YKR045C,Uncharacterized,null
9499,YFL067W,Uncharacterized,null
9501,YPR128C,Verified,transporter
9506,YMR134W,Verified,null
9509,YJR071W,Dubious,null
9510,YIR025W,Verified,null
9512,YGL006W,Verified,null
9513,YPL006W,Verified,null
9514,YKR067W,Verified,RNA polymerase
9515,YOR168W,Verified,null
9516,YMR043W,Verified,transcription
9519,YER013W,Verified,null
9520,YMR269W,Verified,null
9523,YGL067W,Verified,null
9524,YDR230W,Dubious,null
9526,YER188W,Dubious,null
9529,YGR270W,Verified,null
9531,YOR332W,Verified,null
9532,YDR046C,Verified,transporter
9534,YDL245C,Verified,transporter
9536,YNL107W,Verified,null
9537,YDL210W,Verified,transporter
9538,YDR479C,Verified,null
9540,YBR113W,Dubious,null
